
============GCS to UAV: Control Commands===========
 Publish MSG : @@@U_001***101***1626069899.41***TELEMETRY#location.global_relative_frame|LocationGlobalRelative:lat=-35.3628231,lon=149.1652226,alt=29.97#location.global_frame|LocationGlobal:lat=-35.3628231,lon=149.1652226,alt=613.99#last_heartbeat|0.6427979#battery|Battery:voltage=12.242,current=26.33,level=86#velocity|[3.07, -0.02, 0.01]#attitude|Attitude:pitch=-0.216408550739,yaw=0.00730806263164,roll=0.00741608208045#airspeed|3.05999994278#groundspeed|3.05999994278heading|0#***      98984***     99003*** 


============= UAV to GCS: Telemetry Packets==============
 Publish MSG : @@@U_001***DISTANCE***48.8358646496***-0.812632352378***      98985***     99004*** 


============= UAV to GCS: Telemetry Packets==============
 Publish MSG : @@@U_002***101***1626069899.51***TELEMETRY#location.global_relative_frame|LocationGlobalRelative:lat=-35.3628184,lon=149.1652226,alt=29.97#location.global_frame|LocationGlobal:lat=-35.3628184,lon=149.1652226,alt=613.99#last_heartbeat|0.812691800001#battery|Battery:voltage=12.242,current=26.25,level=86#velocity|[3.06, -0.03, 0.01]#attitude|Attitude:pitch=-0.20420794189,yaw=0.00523979915306,roll=0.00915014371276#airspeed|3.06999993324#groundspeed|3.06999993324heading|0#***      99059***     99078*** 


============= UAV to GCS: Telemetry Packets==============
 Publish MSG : @@@U_002***DISTANCE***49.3590662994***-0.834896251056***      99059***     99079*** 


============GCS to UAV: Control Commands===========
 Publish MSG : @@@G_000***478***1626069899.81855***COMMAND:HEARTBEAT_MESSAGE***      99333***     99336*** 

============GCS to UAV: Control Commands===========
 Publish MSG : @@@G_001***479***1626069899.81885***COMMAND:HEARTBEAT_MESSAGE***      99333***     99337*** 

============GCS to UAV: Control Commands===========
 Publish MSG : @@@G_002***480***1626069899.819036***COMMAND:HEARTBEAT_MESSAGE***      99333***     99338*** 

============= UAV to GCS: Telemetry Packets==============
 Publish MSG : @@@U_001***102***1626069900.27***SENSOR|***      99767***     99786*** 


============GCS to UAV: Control Commands===========
 Publish MSG : @@@G_000***481***1626069900.319777***COMMAND:HEARTBEAT_MESSAGE***      99802***     99805*** 

============GCS to UAV: Control Commands===========
 Publish MSG : @@@G_002***483***1626069900.320199***COMMAND:HEARTBEAT_MESSAGE***      99802***     99806*** 

============GCS to UAV: Control Commands===========
 Publish MSG : @@@G_000***484***1626069900.321251***COMMAND:GO_FORWARD***      99802***     99808*** 

============GCS to UAV: Control Commands===========
 Publish MSG : @@@G_002***486***1626069900.321706***COMMAND:GO_FORWARD***      99802***     99809*** 

============GCS to UAV: Control Commands===========
 Publish MSG : @@@G_001***482***1626069900.320049***COMMAND:HEARTBEAT_MESSAGE***      99802***     99810*** 

============GCS to UAV: Control Commands===========
 Publish MSG : @@@G_001***485***1626069900.321514***COMMAND:GO_FORWARD***      99802***     99811*** 

============= UAV to GCS: Telemetry Packets==============
 Publish MSG : @@@U_000***102***1626069900.39***TELEMETRY#location.global_relative_frame|LocationGlobalRelative:lat=-35.3627919,lon=149.1652227,alt=29.97#location.global_frame|LocationGlobal:lat=-35.3627919,lon=149.1652227,alt=613.99#last_heartbeat|0.6900572#battery|Battery:voltage=12.242,current=26.0,level=86#velocity|[3.09, 0.0, 0.02]#attitude|Attitude:pitch=-0.193823963404,yaw=-0.00311061157845,roll=0.0120887057856#airspeed|3.13999986649#groundspeed|3.13999986649heading|359#***      99843***     99855*** 


============= UAV to GCS: Telemetry Packets==============
 Publish MSG : @@@U_000***DISTANCE***52.320165***-0.834896251056***      99843***     99856*** 

8,yaw=0.00478155445307,roll=0.00902307778597#airspeed|3.11999988556#groundspeed|3.11999988556heading|0#*** 

 TELEMETRY Recvd: @@@U_001***DISTANCE***45.8858978999***-0.790368450536*** 

>>>>>> X-Value:  45.8858978999  ;  Y-Value:  -0.790368450536 <<<<<<

X 	 45.885899 	 Y 	 -0.790368

 TELEMETRY Recvd: @@@U_002***100***1626069898.5***TELEMETRY#location.global_relative_frame|LocationGlobalRelative:lat=-35.3628448,lon=149.1652228,alt=29.97#location.global_frame|LocationGlobal:lat=-35.3628448,lon=149.1652228,alt=613.99#last_heartbeat|0.8048532#battery|Battery:voltage=12.242,current=25.75,level=87#velocity|[3.01, -0.04, 0.02]#attitude|Attitude:pitch=-0.18050467968,yaw=0.00301324832253,roll=0.00867158360779#airspeed|3.09999990463#groundspeed|3.09999990463heading|0#*** 

 TELEMETRY Recvd: @@@U_002***DISTANCE***46.4202314999***-0.812632349214*** 

>>>>>> X-Value:  46.4202314999  ;  Y-Value:  -0.812632349214 <<<<<<

X 	 46.420231 	 Y 	 -0.812632

 TELEMETRY Recvd: @@@U_000***101***1626069899.35***TELEMETRY#location.global_relative_frame|LocationGlobalRelative:lat=-35.3628256,lon=149.1652227,alt=29.97#location.global_frame|LocationGlobal:lat=-35.3628256,lon=149.1652227,alt=613.99#last_heartbeat|0.6461437#battery|Battery:voltage=12.193,current=26.42,level=87#velocity|[3.04, -0.03, 0.01]#attitude|Attitude:pitch=-0.21513094008,yaw=0.0073193195276,roll=0.00709414947778#airspeed|3.03999996185#groundspeed|3.03999996185heading|0#*** 

 TELEMETRY Recvd: @@@U_000***DISTANCE***48.5686978497***-0.834896251056*** 

>>>>>> X-Value:  48.5686978497  ;  Y-Value:  -0.834896251056 <<<<<<

X 	 48.568699 	 Y 	 -0.834896

 TELEMETRY Recvd: @@@U_001***101***1626069899.41***TELEMETRY#location.global_relative_frame|LocationGlobalRelative:lat=-35.3628231,lon=149.1652226,alt=29.97#location.global_frame|LocationGlobal:lat=-35.3628231,lon=149.1652226,alt=613.99#last_heartbeat|0.6427979#battery|Battery:voltage=12.242,current=26.33,level=86#velocity|[3.07, -0.02, 0.01]#attitude|Attitude:pitch=-0.216408550739,yaw=0.00730806263164,roll=0.00741608208045#airspeed|3.05999994278#groundspeed|3.05999994278heading|0#*** 

 TELEMETRY Recvd: @@@U_001***DISTANCE***48.8358646496***-0.812632352378*** 

>>>>>> X-Value:  48.8358646496  ;  Y-Value:  -0.812632352378 <<<<<<

X 	 48.835865 	 Y 	 -0.812632

 TELEMETRY Recvd: @@@U_002***101***1626069899.51***TELEMETRY#location.global_relative_frame|LocationGlobalRelative:lat=-35.3628184,lon=149.1652226,alt=29.97#location.global_frame|LocationGlobal:lat=-35.3628184,lon=149.1652226,alt=613.99#last_heartbeat|0.812691800001#battery|Battery:voltage=12.242,current=26.25,level=86#velocity|[3.06, -0.03, 0.01]#attitude|Attitude:pitch=-0.20420794189,yaw=0.00523979915306,roll=0.00915014371276#airspeed|3.06999993324#groundspeed|3.06999993324heading|0#*** 

 TELEMETRY Recvd: @@@U_002***DISTANCE***49.3590662994***-0.834896251056*** 

>>>>>> X-Value:  49.3590662994  ;  Y-Value:  -0.834896251056 <<<<<<

X 	 49.359066 	 Y 	 -0.834896

 TELEMETRY Recvd: @@@U_001***102***1626069900.27***SENSOR|*** 

 TELEMETRY Recvd: @@@U_000***102***1626069900.39***TELEMETRY#location.global_relative_frame|LocationGlobalRelative:lat=-35.3627919,lon=149.1652227,alt=29.97#location.global_frame|LocationGlobal:lat=-35.3627919,lon=149.1652227,alt=613.99#last_heartbeat|0.6900572#battery|Battery:voltage=12.242,current=26.0,level=86#velocity|[3.09, 0.0, 0.02]#attitude|Attitude:pitch=-0.193823963404,yaw=-0.00311061157845,roll=0.0120887057856#airspeed|3.13999986649#groundspeed|3.13999986649heading|359#*** 

 TELEMETRY Recvd: @@@U_000***DISTANCE***52.320165***-0.834896251056*** 

>>>>>> X-Value:  52.320165  ;  Y-Value:  -0.834896251056 <<<<<<

X 	 52.320164 	 Y 	 -0.834896

 TELEMETRY Recvd: @@@U_001***103***1626069900.46***TELEMETRY#location.global_relative_frame|LocationGlobalRelative:lat=-35.3627891,lon=149.1652226,alt=29.97#location.global_frame|LocationGlobal:lat=-35.3627891,lon=149.1652226,alt=613.99#last_heartbeat|0.7510345#battery|Battery:voltage=12.242,current=26.0,level=86#velocity|[3.11, 0.0, 0.02]#attitude|Attitude:pitch=-0.194457605481,yaw=-0.00309845828451,roll=0
============= UAV to GCS: Telemetry Packets==============
 Publish MSG : @@@U_001***103***1626069900.46***TELEMETRY#location.global_relative_frame|LocationGlobalRelative:lat=-35.3627891,lon=149.1652226,alt=29.97#location.global_frame|LocationGlobal:lat=-35.3627891,lon=149.1652226,alt=613.99#last_heartbeat|0.7510345#battery|Battery:voltage=12.242,current=26.0,level=86#velocity|[3.11, 0.0, 0.02]#attitude|Attitude:pitch=-0.194457605481,yaw=-0.00309845828451,roll=0.0125070624053#airspeed|3.15999984741#groundspeed|3.15999984741heading|359#***      99897***     99916*** 


============= UAV to GCS: Telemetry Packets==============
 Publish MSG : @@@U_001***DISTANCE***52.6207276496***-0.812632352378***      99897***     99917*** 


============= UAV to GCS: Telemetry Packets==============
 Publish MSG : @@@U_002***102***1626069900.54***TELEMETRY#location.global_relative_frame|LocationGlobalRelative:lat=-35.3627914,lon=149.1652227,alt=29.97#location.global_frame|LocationGlobal:lat=-35.3627914,lon=149.1652227,alt=613.99#last_heartbeat|0.8459752#battery|Battery:voltage=12.242,current=26.0,level=86#velocity|[3.08, 0.0, 0.02]#attitude|Attitude:pitch=-0.19307385385,yaw=-0.00311238644645,roll=0.0121729681268#airspeed|3.12999987602#groundspeed|3.12999987602heading|359#***      99969***     99988*** 


============= UAV to GCS: Telemetry Packets==============
 Publish MSG : @@@U_002***DISTANCE***52.3646927997***-0.823764301717***      99969***     99989*** 


============GCS to UAV: Control Commands===========
 Publish MSG : @@@G_000***487***1626069900.821916***COMMAND:HEARTBEAT_MESSAGE***     100227***    100230*** 

>>>>>> Average Network Delay for command packets: 5.866667 MilliSec.

LteSignalStrength= 0.000871 dBm*** LteSINR= 1835630341129.336182 dBm 


============GCS to UAV: Control Commands===========
 Publish MSG : @@@G_002***489***1626069900.822364***COMMAND:HEARTBEAT_MESSAGE***     100227***    100231*** 

============GCS to UAV: Control Commands===========
 Publish MSG : @@@G_001***488***1626069900.822237***COMMAND:HEARTBEAT_MESSAGE***     100227***    100232*** 

WifiSignalStrength= -75.322954 dBm*** WifiNoise= -93.965985 dBm 

============GCS to UAV: Control Commands===========
 Publish MSG : @@@G_000***490***1626069901.312581***COMMAND:GO_FORWARD***     100697***    100700*** 

============GCS to UAV: Control Commands===========
 Publish MSG : @@@G_002***492***1626069901.313227***COMMAND:GO_FORWARD***     100697***    100701*** 

============GCS to UAV: Control Commands===========
 Publish MSG : @@@G_001***491***1626069901.312892***COMMAND:GO_FORWARD***     100697***    100702*** 

============GCS to UAV: Control Commands===========
 Publish MSG : @@@G_000***493***1626069901.322858***COMMAND:HEARTBEAT_MESSAGE***     100702***    100705*** 

============GCS to UAV: Control Commands===========
 Publish MSG : @@@G_002***495***1626069901.323632***COMMAND:HEARTBEAT_MESSAGE***     100702***    100706*** 

============GCS to UAV: Control Commands===========
 Publish MSG : @@@G_001***494***1626069901.323259***COMMAND:HEARTBEAT_MESSAGE***     100702***    100707*** 

============= UAV to GCS: Telemetry Packets==============
 Publish MSG : @@@U_000***103***1626069901.43***TELEMETRY#location.global_relative_frame|LocationGlobalRelative:lat=-35.362765,lon=149.1652229,alt=29.98#location.global_frame|LocationGlobal:lat=-35.362765,lon=149.1652229,alt=614.0#last_heartbeat|0.7459302#battery|Battery:voltage=12.242,current=26.25,level=86#velocity|[3.09, -0.01, 0.01]#attitude|Attitude:pitch=-0.213291123509,yaw=0.00339689222164,roll=0.00585726974532#airspeed|3.09999990463#groundspeed|3.09999990463heading|0#***     100789***    100807*** 


============= UAV to GCS: Telemetry Packets==============
 Publish MSG : @@@U_000***DISTANCE***55.3146595494***-0.812632349214***     100789***    100808*** 


============= UAV to GCS: Telemetry Packets==============
 Publish MSG : @@@U_001***104***1626069901.46***TELEMETRY#location.global_relative_frame|LocationGlobalRelative:lat=-35.3627621,lon=149.1652228,alt=29.98#location.global_frame|LocationGlobal:lat=-35.3627621,lon=149.1652228,alt=614.0#last_heartbeat|0.7524291#battery|Battery:voltage=12.242,current=26.25,level=86#velocity|[3.11, -0.01, 0.01]#attitude|Attitude:pitch=-0.213712215424,yaw=0.00338259083219,roll=0.00579067971557#airspeed|3.1099998951#groundspeed|3.1099998951heading|0#***     100809***    100829*** 


============= UAV to GCS: Telemetry Packets==============
 Publish MSG : @@@U_001***DISTANCE***55.6263541499***-0.790368450536***     100809***    100830*** 


============= UAV to GCS: Telemetry Packets==============
 Publish MSG : @@@U_002***103***1626069901.55***TELEMETRY#location.global_relative_frame|LocationGlobalRelative:lat=-35.3627579,lon=149.1652229,alt=29.98#location.global_frame|LocationGlobal:lat=-35.3627579,lon=149.1652229,alt=614.0#last_heartbeat|0.8565554#battery|Battery:voltage=12.242,current=26.08,level=86#velocity|[3.09, -0.01, 0.01]#attitude|Attitude:pitch=-0.204099208117,yaw=0.00287173385732,roll=0.00590825546533#airspeed|3.11999988556#groundspeed|3.11999988556heading|0#***     100877***    100889*** 


============= UAV to GCS: Telemetry Packets==============
 Publish MSG : @@@U_002***DISTANCE***56.0938960498***-0.801500399875***     100877***    100890*** 


============GCS to UAV: Control Commands===========
 Publish MSG : @@@G_000***496***1626069901.824388***COMMAND:HEARTBEAT_MESSAGE***     101135***    101138*** 

============GCS to UAV: Control Commands===========
 Publish MSG : @@@G_001***497***1626069901.82467***COMMAND:HEARTBEAT_MESSAGE***     101135***    101139*** 

============GCS to UAV: Control Commands===========
 Publish MSG : @@@G_002***498***1626069901.824855***COMMAND:HEARTBEAT_MESSAGE***     101135***    101140*** 

============= UAV to GCS: Telemetry Packets==============
 Publish MSG : @@@U_002***104***1626069902.29***SENSOR|***     101581***    101600*** 


============GCS to UAV: Control Commands===========
 Publish MSG : @@@G_000***499***1626069902.325611***COMMAND:HEARTBEAT_MESSAGE***     101610***    101613*** 

>>>>>> Average Network Delay for command packets: 5.000000 MilliSec.

LteSignalStrength= 0.001656 dBm*** LteSINR= 3490103837148.665527 dBm 


============GCS to UAV: Control Commands===========
 Publish MSG : @@@G_001***500***1626069902.325899***COMMAND:HEARTBEAT_MESSAGE***     101610***    101614*** 

============GCS to UAV: Control Commands===========
 Publish MSG : @@@G_000***502***1626069902.327744***COMMAND:GO_FORWARD***     101610***    101616*** 

============GCS to UAV: Control Commands===========
 Publish MSG : @@@G_001***503***1626069902.328361***COMMAND:GO_FORWARD***     101610***    101617*** 

============GCS to UAV: Control Commands===========
 Publish MSG : @@@G_002***501***1626069902.326086***COMMAND:HEARTBEAT_MESSAGE***     101610***    101618*** 

============GCS to UAV: Control Commands===========
 Publish MSG : @@@G_002***504***1626069902.328862***COMMAND:GO_FORWARD***     101610***    101619*** 

WifiSignalStrength= -75.322954 dBm*** WifiNoise= -93.965985 dBm 

============= UAV to GCS: Telemetry Packets==============
 Publish MSG : @@@U_000***104***1626069902.43***TELEMETRY#location.global_relative_frame|LocationGlobalRelative:lat=-35.3627378,lon=149.1652229,alt=29.98#location.global_frame|LocationGlobal:lat=-35.3627378,lon=149.1652229,alt=614.0#last_heartbeat|0.7526521#battery|Battery:voltage=12.242,current=26.17,level=86#velocity|[3.14, -0.03, 0.01]#attitude|Attitude:pitch=-0.206952184439,yaw=-0.00223654531874,roll=0.0097976308316#airspeed|3.15999984741#groundspeed|3.15999984741heading|359#***     101689***    101708*** 


============= UAV to GCS: Telemetry Packets==============
 Publish MSG : @@@U_000***DISTANCE***58.34254995***-0.812632349214***     101689***    101709*** 

.0125070624053#airspeed|3.15999984741#groundspeed|3.15999984741heading|359#*** 

 TELEMETRY Recvd: @@@U_001***DISTANCE***52.6207276496***-0.812632352378*** 

>>>>>> X-Value:  52.6207276496  ;  Y-Value:  -0.812632352378 <<<<<<

X 	 52.620728 	 Y 	 -0.812632

 TELEMETRY Recvd: @@@U_002***102***1626069900.54***TELEMETRY#location.global_relative_frame|LocationGlobalRelative:lat=-35.3627914,lon=149.1652227,alt=29.97#location.global_frame|LocationGlobal:lat=-35.3627914,lon=149.1652227,alt=613.99#last_heartbeat|0.8459752#battery|Battery:voltage=12.242,current=26.0,level=86#velocity|[3.08, 0.0, 0.02]#attitude|Attitude:pitch=-0.19307385385,yaw=-0.00311238644645,roll=0.0121729681268#airspeed|3.12999987602#groundspeed|3.12999987602heading|359#*** 

 TELEMETRY Recvd: @@@U_002***DISTANCE***52.3646927997***-0.823764301717*** 

>>>>>> X-Value:  52.3646927997  ;  Y-Value:  -0.823764301717 <<<<<<

X 	 52.364693 	 Y 	 -0.823764

 TELEMETRY Recvd: @@@U_000***103***1626069901.43***TELEMETRY#location.global_relative_frame|LocationGlobalRelative:lat=-35.362765,lon=149.1652229,alt=29.98#location.global_frame|LocationGlobal:lat=-35.362765,lon=149.1652229,alt=614.0#last_heartbeat|0.7459302#battery|Battery:voltage=12.242,current=26.25,level=86#velocity|[3.09, -0.01, 0.01]#attitude|Attitude:pitch=-0.213291123509,yaw=0.00339689222164,roll=0.00585726974532#airspeed|3.09999990463#groundspeed|3.09999990463heading|0#*** 

 TELEMETRY Recvd: @@@U_000***DISTANCE***55.3146595494***-0.812632349214*** 

>>>>>> X-Value:  55.3146595494  ;  Y-Value:  -0.812632349214 <<<<<<

X 	 55.314659 	 Y 	 -0.812632

 TELEMETRY Recvd: @@@U_001***104***1626069901.46***TELEMETRY#location.global_relative_frame|LocationGlobalRelative:lat=-35.3627621,lon=149.1652228,alt=29.98#location.global_frame|LocationGlobal:lat=-35.3627621,lon=149.1652228,alt=614.0#last_heartbeat|0.7524291#battery|Battery:voltage=12.242,current=26.25,level=86#velocity|[3.11, -0.01, 0.01]#attitude|Attitude:pitch=-0.213712215424,yaw=0.00338259083219,roll=0.00579067971557#airspeed|3.1099998951#groundspeed|3.1099998951heading|0#*** 

 TELEMETRY Recvd: @@@U_001***DISTANCE***55.6263541499***-0.790368450536*** 

>>>>>> X-Value:  55.6263541499  ;  Y-Value:  -0.790368450536 <<<<<<

X 	 55.626354 	 Y 	 -0.790368

 TELEMETRY Recvd: @@@U_002***103***1626069901.55***TELEMETRY#location.global_relative_frame|LocationGlobalRelative:lat=-35.3627579,lon=149.1652229,alt=29.98#location.global_frame|LocationGlobal:lat=-35.3627579,lon=149.1652229,alt=614.0#last_heartbeat|0.8565554#battery|Battery:voltage=12.242,current=26.08,level=86#velocity|[3.09, -0.01, 0.01]#attitude|Attitude:pitch=-0.204099208117,yaw=0.00287173385732,roll=0.00590825546533#airspeed|3.11999988556#groundspeed|3.11999988556heading|0#*** 

 TELEMETRY Recvd: @@@U_002***DISTANCE***56.0938960498***-0.801500399875*** 

>>>>>> X-Value:  56.0938960498  ;  Y-Value:  -0.801500399875 <<<<<<

X 	 56.093895 	 Y 	 -0.801500

 TELEMETRY Recvd: @@@U_002***104***1626069902.29***SENSOR|*** 

 TELEMETRY Recvd: @@@U_000***104***1626069902.43***TELEMETRY#location.global_relative_frame|LocationGlobalRelative:lat=-35.3627378,lon=149.1652229,alt=29.98#location.global_frame|LocationGlobal:lat=-35.3627378,lon=149.1652229,alt=614.0#last_heartbeat|0.7526521#battery|Battery:voltage=12.242,current=26.17,level=86#velocity|[3.14, -0.03, 0.01]#attitude|Attitude:pitch=-0.206952184439,yaw=-0.00223654531874,roll=0.0097976308316#airspeed|3.15999984741#groundspeed|3.15999984741heading|359#*** 

 TELEMETRY Recvd: @@@U_000***DISTANCE***58.34254995***-0.812632349214*** 

>>>>>> X-Value:  58.34254995  ;  Y-Value:  -0.812632349214 <<<<<<

X 	 58.342548 	 Y 	 -0.812632

 TELEMETRY Recvd: @@@U_001***105***1626069902.51***TELEMETRY#location.global_relative_frame|LocationGlobalRelative:lat=-35.3627348,lon=149.1652228,alt=29.98#location.global_frame|LocationGlobal:lat=-35.3627348,lon=149.1652228,alt=614.0#last_heartbeat|0.747129300001#battery|Battery:voltage=12.242,current=25.92,level=86#velocity|[3.15, -0.03, 0.01]#attitude|Attitude:pitch=-0.207383617759,yaw=-0.00219958019443,roll=0.010802927427#airspeed|3
============= UAV to GCS: Telemetry Packets==============
 Publish MSG : @@@U_001***105***1626069902.51***TELEMETRY#location.global_relative_frame|LocationGlobalRelative:lat=-35.3627348,lon=149.1652228,alt=29.98#location.global_frame|LocationGlobal:lat=-35.3627348,lon=149.1652228,alt=614.0#last_heartbeat|0.747129300001#battery|Battery:voltage=12.242,current=25.92,level=86#velocity|[3.15, -0.03, 0.01]#attitude|Attitude:pitch=-0.207383617759,yaw=-0.00219958019443,roll=0.010802927427#airspeed|3.16999983788#groundspeed|3.16999983788heading|359#***     101745***    101765*** 


============= UAV to GCS: Telemetry Packets==============
 Publish MSG : @@@U_001***DISTANCE***58.6653764998***-0.790368450536***     101745***    101766*** 


============= UAV to GCS: Telemetry Packets==============
 Publish MSG : @@@U_002***105***1626069902.6***TELEMETRY#location.global_relative_frame|LocationGlobalRelative:lat=-35.3627306,lon=149.1652228,alt=29.98#location.global_frame|LocationGlobal:lat=-35.3627306,lon=149.1652228,alt=614.0#last_heartbeat|0.9013659#battery|Battery:voltage=12.242,current=25.92,level=86#velocity|[3.12, -0.03, 0.01]#attitude|Attitude:pitch=-0.194802045822,yaw=-0.00183919735719,roll=0.0125523451716#airspeed|3.15999984741#groundspeed|3.15999984741heading|359#***     101811***    101823*** 


============= UAV to GCS: Telemetry Packets==============
 Publish MSG : @@@U_002***DISTANCE***59.1329183997***-0.812632349214***     101811***    101824*** 


============GCS to UAV: Control Commands===========
 Publish MSG : @@@G_000***505***1626069902.826938***COMMAND:HEARTBEAT_MESSAGE***     102027***    102030*** 

============GCS to UAV: Control Commands===========
 Publish MSG : @@@G_001***506***1626069902.827224***COMMAND:HEARTBEAT_MESSAGE***     102027***    102031*** 

============GCS to UAV: Control Commands===========
 Publish MSG : @@@G_002***507***1626069902.827398***COMMAND:HEARTBEAT_MESSAGE***     102027***    102032*** 

============GCS to UAV: Control Commands===========
 Publish MSG : @@@G_000***508***1626069903.240671***COMMAND:GO_FORWARD***     102417***    102420*** 

============GCS to UAV: Control Commands===========
 Publish MSG : @@@G_001***509***1626069903.241048***COMMAND:GO_FORWARD***     102417***    102421*** 

============GCS to UAV: Control Commands===========
 Publish MSG : @@@G_002***510***1626069903.241341***COMMAND:GO_FORWARD***     102417***    102422*** 

============= UAV to GCS: Telemetry Packets==============
 Publish MSG : @@@U_000***105***1626069903.28***SENSOR|***     102445***    102464*** 


============GCS to UAV: Control Commands===========
 Publish MSG : @@@G_001***512***1626069903.328547***COMMAND:HEARTBEAT_MESSAGE***     102485***    102488*** 

============GCS to UAV: Control Commands===========
 Publish MSG : @@@G_002***513***1626069903.32875***COMMAND:HEARTBEAT_MESSAGE***     102485***    102489*** 

============GCS to UAV: Control Commands===========
 Publish MSG : @@@G_000***511***1626069903.32815***COMMAND:HEARTBEAT_MESSAGE***     102485***    102491*** 

============= UAV to GCS: Telemetry Packets==============
 Publish MSG : @@@U_000***106***1626069903.45***TELEMETRY#location.global_relative_frame|LocationGlobalRelative:lat=-35.3627105,lon=149.1652228,alt=29.98#location.global_frame|LocationGlobal:lat=-35.3627105,lon=149.1652228,alt=614.0#last_heartbeat|0.7589409#battery|Battery:voltage=12.242,current=26.17,level=86#velocity|[3.12, -0.03, 0.01]#attitude|Attitude:pitch=-0.204302847385,yaw=-0.00260963034816,roll=0.0112258801237#airspeed|3.13999986649#groundspeed|3.13999986649heading|359#***     102579***    102598*** 


============= UAV to GCS: Telemetry Packets==============
 Publish MSG : @@@U_000***DISTANCE***61.3815722999***-0.823764298553***     102579***    102599*** 


============= UAV to GCS: Telemetry Packets==============
 Publish MSG : @@@U_001***106***1626069903.51***TELEMETRY#location.global_relative_frame|LocationGlobalRelative:lat=-35.3627075,lon=149.1652227,alt=29.98#location.global_frame|LocationGlobal:lat=-35.3627075,lon=149.1652227,alt=614.0#last_heartbeat|0.7528906#battery|Battery:voltage=12.242,current=26.0,level=86#velocity|[3.15, -0.02, 0.01]#attitude|Attitude:pitch=-0.210751324892,yaw=-0.00286022387445,roll=0.0115727912635#airspeed|3.14999985695#groundspeed|3.14999985695heading|359#***     102624***    102643*** 


============= UAV to GCS: Telemetry Packets==============
 Publish MSG : @@@U_001***DISTANCE***61.7043988497***-0.801500403039***     102624***    102644*** 


============= UAV to GCS: Telemetry Packets==============
 Publish MSG : @@@U_002***106***1626069903.65***TELEMETRY#location.global_relative_frame|LocationGlobalRelative:lat=-35.3627035,lon=149.1652228,alt=29.98#location.global_frame|LocationGlobal:lat=-35.3627035,lon=149.1652228,alt=614.0#last_heartbeat|0.9524842#battery|Battery:voltage=12.242,current=25.92,level=86#velocity|[3.1, -0.02, 0.01]#attitude|Attitude:pitch=-0.196907177567,yaw=-0.00370636512525,roll=0.0117475716397#airspeed|3.13999986649#groundspeed|3.13999986649heading|359#***     102743***    102762*** 


============= UAV to GCS: Telemetry Packets==============
 Publish MSG : @@@U_002***DISTANCE***62.1496768494***-0.812632349214***     102743***    102763*** 


============GCS to UAV: Control Commands===========
 Publish MSG : @@@G_001***515***1626069903.82982***COMMAND:HEARTBEAT_MESSAGE***     102903***    102906*** 

>>>>>> Average Network Delay for command packets: 5.933333 MilliSec.

LteSignalStrength= 0.000276 dBm*** LteSINR= 582172327688.056641 dBm 


============GCS to UAV: Control Commands===========
 Publish MSG : @@@G_000***514***1626069903.829506***COMMAND:HEARTBEAT_MESSAGE***     102903***    102907*** 

============GCS to UAV: Control Commands===========
 Publish MSG : @@@G_002***516***1626069903.830047***COMMAND:HEARTBEAT_MESSAGE***     102903***    102908*** 

WifiSignalStrength= -75.322954 dBm*** WifiNoise= -93.965985 dBm 

============GCS to UAV: Control Commands===========
 Publish MSG : @@@G_001***518***1626069904.041795***COMMAND:GO_FORWARD***     103093***    103096*** 

============GCS to UAV: Control Commands===========
 Publish MSG : @@@G_000***517***1626069904.041336***COMMAND:GO_FORWARD***     103093***    103097*** 

============GCS to UAV: Control Commands===========
 Publish MSG : @@@G_002***519***1626069904.042048***COMMAND:GO_FORWARD***     103093***    103098*** 

============GCS to UAV: Control Commands===========
 Publish MSG : @@@G_001***521***1626069904.331035***COMMAND:HEARTBEAT_MESSAGE***     103367***    103370*** 

============GCS to UAV: Control Commands===========
 Publish MSG : @@@G_000***520***1626069904.330791***COMMAND:HEARTBEAT_MESSAGE***     103367***    103371*** 

============GCS to UAV: Control Commands===========
 Publish MSG : @@@G_002***522***1626069904.331149***COMMAND:HEARTBEAT_MESSAGE***     103367***    103372*** 

============= UAV to GCS: Telemetry Packets==============
 Publish MSG : @@@U_000***107***1626069904.45***TELEMETRY#location.global_relative_frame|LocationGlobalRelative:lat=-35.3626765,lon=149.1652229,alt=29.98#location.global_frame|LocationGlobal:lat=-35.3626765,lon=149.1652229,alt=614.0#last_heartbeat|0.7562816#battery|Battery:voltage=12.242,current=26.0,level=85#velocity|[3.16, -0.02, 0.01]#attitude|Attitude:pitch=-0.210895478725,yaw=-0.00385890714824,roll=0.0114100733772#airspeed|3.14999985695#groundspeed|3.14999985695heading|359#***     103470***    103487*** 


============= UAV to GCS: Telemetry Packets==============
 Publish MSG : @@@U_000***DISTANCE***65.1664352998***-0.812632349214***     103470***    103488*** 

.16999983788#groundspeed|3.16999983788heading|359#*** 

 TELEMETRY Recvd: @@@U_001***DISTANCE***58.6653764998***-0.790368450536*** 

>>>>>> X-Value:  58.6653764998  ;  Y-Value:  -0.790368450536 <<<<<<

X 	 58.665375 	 Y 	 -0.790368

