
============GCS to UAV: Control Commands===========


============GCS to UAV: Control Commands===========
 Publish MSG : @@@G_004***325***1627597382.522437***COMMAND:HEARTBEAT_MESSAGE***      28292***     28295*** 

============GCS to UAV: Control Commands===========
 Publish MSG : @@@G_003***324***1627597382.522327***COMMAND:HEARTBEAT_MESSAGE***      28292***     28296*** 

============GCS to UAV: Control Commands===========
 Publish MSG : @@@G_000***321***1627597382.52192***COMMAND:HEARTBEAT_MESSAGE***      28292***     28299*** 

============GCS to UAV: Control Commands===========
 Publish MSG : @@@G_002***323***1627597382.522215***COMMAND:HEARTBEAT_MESSAGE***      28292***     28300*** 

============GCS to UAV: Control Commands===========
 Publish MSG : @@@G_001***322***1627597382.522099***COMMAND:HEARTBEAT_MESSAGE***      28292***     28301*** 

============= UAV to GCS: Telemetry Packets==============
 Publish MSG : @@@U_004***39***1627597382.68***TELEMETRY#location.global_relative_frame|LocationGlobalRelative:lat=-35.363261,lon=149.1652304,alt=0.0#location.global_frame|LocationGlobal:lat=-35.363261,lon=149.1652304,alt=584.01#last_heartbeat|0.662537717959#battery|Battery:voltage=12.538,current=3.48,level=99#velocity|[-0.01, 0.16, 0.0]#attitude|Attitude:pitch=0.00340527994558,yaw=-0.133440062404,roll=0.00546134356409#airspeed|0.0#groundspeed|0.0heading|352#***      28340***     28347*** 


============= UAV to GCS: Telemetry Packets==============
 Publish MSG : @@@U_000***40***1627597382.94***TELEMETRY#location.global_relative_frame|LocationGlobalRelative:lat=-35.363261,lon=149.1652306,alt=0.01#location.global_frame|LocationGlobal:lat=-35.363261,lon=149.1652306,alt=584.02#last_heartbeat|0.154697809019#battery|Battery:voltage=12.538,current=3.48,level=99#velocity|[-0.02, 0.17, 0.0]#attitude|Attitude:pitch=0.00410764431581,yaw=-0.133234634995,roll=0.00551926344633#airspeed|0.0#groundspeed|0.0heading|352#***      28440***     28452*** 


============GCS to UAV: Control Commands===========
 Publish MSG : @@@G_001***327***1627597383.023328***COMMAND:HEARTBEAT_MESSAGE***      28470***     28473*** 

============GCS to UAV: Control Commands===========
 Publish MSG : @@@G_004***330***1627597383.023695***COMMAND:HEARTBEAT_MESSAGE***      28470***     28474*** 

============GCS to UAV: Control Commands===========
 Publish MSG : @@@G_003***329***1627597383.023575***COMMAND:HEARTBEAT_MESSAGE***      28470***     28475*** 

============GCS to UAV: Control Commands===========
 Publish MSG : @@@G_002***328***1627597383.023455***COMMAND:HEARTBEAT_MESSAGE***      28470***     28476*** 

============GCS to UAV: Control Commands===========
 Publish MSG : @@@G_000***326***1627597383.02308***COMMAND:HEARTBEAT_MESSAGE***      28470***     28477*** 

============= UAV to GCS: Telemetry Packets==============
 Publish MSG : @@@U_004***40***1627597383.35***STATUS#ARM|True***      28588***     28607*** 


============= UAV to GCS: Telemetry Packets==============
 Publish MSG : @@@U_003***43***1627597383.39***TELEMETRY#location.global_relative_frame|LocationGlobalRelative:lat=-35.3632615,lon=149.1652328,alt=0.01#location.global_frame|LocationGlobal:lat=-35.3632615,lon=149.1652328,alt=584.02#last_heartbeat|0.704366802005#battery|Battery:voltage=12.538,current=3.48,level=99#velocity|[-0.07, 0.23, 0.0]#attitude|Attitude:pitch=0.00770004233345,yaw=-0.130240485072,roll=0.00741373747587#airspeed|0.0#groundspeed|0.0heading|352#***      28601***     28613*** 


============= UAV to GCS: Telemetry Packets==============
 Publish MSG : @@@U_002***43***1627597383.45***TELEMETRY#location.global_relative_frame|LocationGlobalRelative:lat=-35.363261,lon=149.1652299,alt=0.02#location.global_frame|LocationGlobal:lat=-35.363261,lon=149.1652299,alt=584.01#last_heartbeat|0.50195121509#battery|Battery:voltage=12.587,current=0.0,level=100#velocity|[-0.01, 0.13, 0.0]#attitude|Attitude:pitch=0.00253134500235,yaw=-0.36806038022,roll=0.0040350323543#airspeed|0.0#groundspeed|0.0heading|338#***      28618***     28637*** 


============GCS to UAV: Control Commands===========
 Publish MSG : @@@G_000***331***1627597383.524369***COMMAND:HEARTBEAT_MESSAGE***      28642***     28645*** 

============GCS to UAV: Control Commands===========
 Publish MSG : @@@G_001***332***1627597383.524664***COMMAND:HEARTBEAT_MESSAGE***      28642***     28646*** 

============GCS to UAV: Control Commands===========
 Publish MSG : @@@G_003***334***1627597383.525068***COMMAND:HEARTBEAT_MESSAGE***      28642***     28647*** 

============= UAV to GCS: Telemetry Packets==============
 Publish MSG : @@@U_001***43***1627597383.5***TELEMETRY#location.global_relative_frame|LocationGlobalRelative:lat=-35.3632618,lon=149.1652336,alt=0.01#location.global_frame|LocationGlobal:lat=-35.3632618,lon=149.1652336,alt=584.03#last_heartbeat|0.703454714036#battery|Battery:voltage=12.538,current=3.48,level=99#velocity|[-0.09, 0.24, 0.0]#attitude|Attitude:pitch=0.00778201781213,yaw=-0.128269150853,roll=0.00785288400948#airspeed|0.0#groundspeed|0.0heading|352#***      28635***     28648*** 


============GCS to UAV: Control Commands===========
 Publish MSG : @@@G_004***335***1627597383.525266***COMMAND:HEARTBEAT_MESSAGE***      28642***     28649*** 

============GCS to UAV: Control Commands===========
 Publish MSG : @@@G_002***333***1627597383.52486***COMMAND:HEARTBEAT_MESSAGE***      28642***     28652*** 

============= UAV to GCS: Telemetry Packets==============
 Publish MSG : @@@U_000***41***1627597383.66***STATUS#ARM|True***      28677***     28690*** 


============= UAV to GCS: Telemetry Packets==============
 Publish MSG : @@@U_004***41***1627597383.68***TELEMETRY#location.global_relative_frame|LocationGlobalRelative:lat=-35.3632613,lon=149.1652325,alt=0.01#location.global_frame|LocationGlobal:lat=-35.3632613,lon=149.1652325,alt=584.02#last_heartbeat|0.900379655068#battery|Battery:voltage=12.538,current=3.48,level=99#velocity|[-0.05, 0.22, 0.0]#attitude|Attitude:pitch=0.00698429951444,yaw=-0.130432963371,roll=0.00681635225192#airspeed|0.0#groundspeed|0.0heading|352#***      28682***     28695*** 


============= UAV to GCS: Telemetry Packets==============
 Publish MSG : @@@U_000***42***1627597383.95***TELEMETRY#location.global_relative_frame|LocationGlobalRelative:lat=-35.3632613,lon=149.1652322,alt=0.01#location.global_frame|LocationGlobal:lat=-35.3632613,lon=149.1652322,alt=584.02#last_heartbeat|0.152627121075#battery|Battery:voltage=12.538,current=3.48,level=99#velocity|[-0.05, 0.21, 0.0]#attitude|Attitude:pitch=0.00697787851095,yaw=-0.130377531052,roll=0.00745817879215#airspeed|0.0#groundspeed|0.0heading|352#***      28777***     28796*** 


============GCS to UAV: Control Commands===========
 Publish MSG : @@@G_003***339***1627597384.026181***COMMAND:HEARTBEAT_MESSAGE***      28802***     28805*** 

============GCS to UAV: Control Commands===========
 Publish MSG : @@@G_002***338***1627597384.026027***COMMAND:HEARTBEAT_MESSAGE***      28802***     28806*** 

============GCS to UAV: Control Commands===========
 Publish MSG : @@@G_001***337***1627597384.025814***COMMAND:HEARTBEAT_MESSAGE***      28802***     28807*** 

============GCS to UAV: Control Commands===========
 Publish MSG : @@@G_004***340***1627597384.02634***COMMAND:HEARTBEAT_MESSAGE***      28802***     28808*** 

============GCS to UAV: Control Commands===========
 Publish MSG : @@@G_000***336***1627597384.025617***COMMAND:HEARTBEAT_MESSAGE***      28802***     28810*** 

============GCS to UAV: Control Commands===========
 Publish MSG : @@@G_004***345***1627597384.202868***COMMAND:TAKEOFF|ALT=10|MODE=GUIDED|SPEED=5***      28856***     28859*** 

============GCS to UAV: Control Commands===========
 Publish MSG : @@@G_002***343***1627597384.202222***COMMAND:TAKEOFF|ALT=10|MODE=GUIDED|SPEED=5***      28856***     28860*** 

============GCS to UAV: Control Commands===========
 Publish MSG : @@@G_001***342***1627597384.20185***COMMAND:TAKEOFF|ALT=10|MODE=GUIDED|SPEED=5***      28856***     28861*** 

============GCS to UAV: Control Commands===========
 Publish MSG : @@@G_003***344***1627597384.20254***COMMAND:TAKEOFF|ALT=10|MODE=GUIDED|SPEED=5***      28856***     28862*** 

============GCS to UAV: Control Commands===========
 Publish MSG : @@@G_000***341***1627597384.20147***COMMAND:TAKEOFF|ALT=10|MODE=GUIDED|SPEED=5***      28856***     28864*** 

============= UAV to GCS: Telemetry Packets==============
 Publish MSG : @@@U_003***44***1627597384.43***TELEMETRY#location.global_relative_frame|LocationGlobalRelative:lat=-35.3632619,lon=149.1652338,alt=0.01#location.global_frame|LocationGlobal:lat=-35.3632619,lon=149.1652338,alt=584.02#last_heartbeat|0.749121521949#battery|Battery:voltage=12.538,current=3.48,level=99#velocity|[-0.1, 0.24, 0.0]#attitude|Attitude:pitch=0.00838761497289,yaw=-0.128021836281,roll=0.00656881183386#airspeed|0.0#groundspeed|0.0heading|352#***      28934***     28953*** 


============= UAV to GCS: Telemetry Packets==============
 Publish MSG : @@@U_002***44***1627597384.45***TELEMETRY#location.global_relative_frame|LocationGlobalRelative:lat=-35.363261,lon=149.1652299,alt=0.02#location.global_frame|LocationGlobal:lat=-35.363261,lon=149.1652299,alt=584.01#last_heartbeat|0.503069823026#battery|Battery:voltage=12.587,current=0.0,level=100#velocity|[-0.01, 0.12, 0.0]#attitude|Attitude:pitch=0.00249145692214,yaw=-0.366606384516,roll=0.00396435707808#airspeed|0.0#groundspeed|0.0heading|339#***      28941***     28960*** 


============GCS to UAV: Control Commands===========
 Publish MSG : @@@G_004***350***1627597384.528061***COMMAND:HEARTBEAT_MESSAGE***      28966***     28969*** 

============GCS to UAV: Control Commands===========
 Publish MSG : @@@G_001***347***1627597384.527363***COMMAND:HEARTBEAT_MESSAGE***      28966***     28971*** 

============GCS to UAV: Control Commands===========
 Publish MSG : @@@G_000***346***1627597384.527019***COMMAND:HEARTBEAT_MESSAGE***      28966***     28973*** 

============GCS to UAV: Control Commands===========
 Publish MSG : @@@G_002***348***1627597384.527594***COMMAND:HEARTBEAT_MESSAGE***      28966***     28974*** 

============GCS to UAV: Control Commands===========
 Publish MSG : @@@G_003***349***1627597384.527835***COMMAND:HEARTBEAT_MESSAGE***      28966***     28975*** 

============= UAV to GCS: Telemetry Packets==============
 Publish MSG : @@@U_001***44***1627597384.54***TELEMETRY#location.global_relative_frame|LocationGlobalRelative:lat=-35.3632622,lon=149.165234,alt=0.02#location.global_frame|LocationGlobal:lat=-35.3632622,lon=149.165234,alt=584.04#last_heartbeat|0.748990826076#battery|Battery:voltage=12.489,current=6.48,level=99#velocity|[-0.12, 0.23, 0.0]#attitude|Attitude:pitch=0.00737420842052,yaw=-0.12565843761,roll=0.00550033384934#airspeed|0.0#groundspeed|0.0heading|352#***      28969***     28989*** 


============= UAV to GCS: Telemetry Packets==============
 Publish MSG : @@@U_004***42***1627597384.72***TELEMETRY#location.global_relative_frame|LocationGlobalRelative:lat=-35.3632617,lon=149.1652336,alt=0.01#location.global_frame|LocationGlobal:lat=-35.3632617,lon=149.1652336,alt=584.02#last_heartbeat|0.943034494994#battery|Battery:voltage=12.489,current=6.48,level=99#velocity|[-0.09, 0.24, 0.0]#attitude|Attitude:pitch=0.00406754901633,yaw=-0.129140734673,roll=0.00153488235082#airspeed|0.0#groundspeed|0.0heading|352#***      29028***     29047*** 


============= UAV to GCS: Telemetry Packets==============
 Publish MSG : @@@U_000***43***1627597384.96***TELEMETRY#location.global_relative_frame|LocationGlobalRelative:lat=-35.3632618,lon=149.1652335,alt=0.02#location.global_frame|LocationGlobal:lat=-35.3632618,lon=149.1652335,alt=584.03#last_heartbeat|0.153134165099#battery|Battery:voltage=12.489,current=6.48,level=99#velocity|[-0.09, 0.23, 0.0]#attitude|Attitude:pitch=-0.000711596629117,yaw=-0.130116701126,roll=-0.00534728262573#airspeed|0.0#groundspeed|0.0heading|352#***      29120***     29132*** 


============GCS to UAV: Control Commands===========
 Publish MSG : @@@G_003***354***1627597385.029096***COMMAND:HEARTBEAT_MESSAGE***      29144***     29147*** 

>>>>>> Average Network Delay for command packets: 7.057143 MilliSec.

LteSignalStrength= 0.001429 dBm*** LteSINR= 3012560628399.383789 dBm 


============GCS to UAV: Control Commands===========
 Publish MSG : @@@G_001***352***1627597385.028724***COMMAND:HEARTBEAT_MESSAGE***      29144***     29148*** 

============GCS to UAV: Control Commands===========
 Publish MSG : @@@G_002***353***1627597385.028919***COMMAND:HEARTBEAT_MESSAGE***      29144***     29149*** 

============GCS to UAV: Control Commands===========
 Publish MSG : @@@G_000***351***1627597385.028439***COMMAND:HEARTBEAT_MESSAGE***      29144***     29151*** 

============GCS to UAV: Control Commands===========
 Publish MSG : @@@G_004***355***1627597385.029273***COMMAND:HEARTBEAT_MESSAGE***      29144***     29152*** 

WifiSignalStrength= -73.783019 dBm*** WifiNoise= -93.965985 dBm 

============= UAV to GCS: Telemetry Packets==============
 Publish MSG : @@@U_002***45***1627597385.46***TELEMETRY#location.global_relative_frame|LocationGlobalRelative:lat=-35.363261,lon=149.1652299,alt=0.01#location.global_frame|LocationGlobal:lat=-35.363261,lon=149.1652299,alt=584.0#last_heartbeat|0.503734697006#battery|Battery:voltage=12.587,current=0.0,level=100#velocity|[-0.01, 0.12, 0.0]#attitude|Attitude:pitch=0.00245047104545,yaw=-0.365187644958,roll=0.0038633372169#airspeed|0.0#groundspeed|0.0heading|339#***      29299***     29319*** 


============= UAV to GCS: Telemetry Packets==============
 Publish MSG : @@@U_003***45***1627597385.47***TELEMETRY#location.global_relative_frame|LocationGlobalRelative:lat=-35.3632623,lon=149.165234,alt=0.02#location.global_frame|LocationGlobal:lat=-35.3632623,lon=149.165234,alt=584.03#last_heartbeat|0.746338746045#battery|Battery:voltage=12.242,current=25.09,level=99#velocity|[-0.11, 0.2, 0.0]#attitude|Attitude:pitch=-0.00111274421215,yaw=-0.129490211606,roll=0.00240600295365#airspeed|0.0#groundspeed|0.0heading|352#***      29301***     29320*** 


============GCS to UAV: Control Commands===========
 Publish MSG : @@@G_001***357***1627597385.530478***COMMAND:HEARTBEAT_MESSAGE***      29321***     29324*** 

============GCS to UAV: Control Commands===========
 Publish MSG : @@@G_000***356***1627597385.53009***COMMAND:HEARTBEAT_MESSAGE***      29321***     29325*** 

============GCS to UAV: Control Commands===========
 Publish MSG : @@@G_004***360***1627597385.531389***COMMAND:HEARTBEAT_MESSAGE***      29321***     29326*** 

============= UAV to GCS: Telemetry Packets==============
 Publish MSG : @@@U_001***45***1627597385.58***TELEMETRY#location.global_relative_frame|LocationGlobalRelative:lat=-35.3632624,lon=149.1652336,alt=0.03#location.global_frame|LocationGlobal:lat=-35.3632624,lon=149.1652336,alt=584.05#last_heartbeat|0.747225970961#battery|Battery:voltage=12.193,current=26.67,level=99#velocity|[-0.12, 0.19, 0.0]#attitude|Attitude:pitch=0.00146854051854,yaw=-0.126529216766,roll=0.0122488541529#airspeed|0.0#groundspeed|0.0heading|352#***      29332***     29344*** 


============GCS to UAV: Control Commands===========
 Publish MSG : @@@G_002***358***1627597385.530756***COMMAND:HEARTBEAT_MESSAGE***      29321***     29344*** 

============GCS to UAV: Control Commands===========
 Publish MSG : @@@G_003***359***1627597385.531086***COMMAND:HEARTBEAT_MESSAGE***      29321***     29345*** 

============= UAV to GCS: Telemetry Packets==============
 Publish MSG : @@@U_004***43***1627597385.75***TELEMETRY#location.global_relative_frame|LocationGlobalRelative:lat=-35.363262,lon=149.1652337,alt=0.02#location.global_frame|LocationGlobal:lat=-35.363262,lon=149.1652337,alt=584.03#last_heartbeat|0.946607051068#battery|Battery:voltage=12.193,current=26.75,level=99#velocity|[-0.08, 0.17, 0.06]#attitude|Attitude:pitch=-0.0046223863028,yaw=-0.131220638752,roll=-0.00139816233423#airspeed|0.0399999991059#groundspeed|0.0399999991059heading|352#***      29394***     29411*** 


============= UAV to GCS: Telemetry Packets==============
 Publish MSG : @@@U_000***44***1627597385.96***TELEMETRY#location.global_relative_frame|LocationGlobalRelative:lat=-35.363262,lon=149.1652335,alt=0.07#location.global_frame|LocationGlobal:lat=-35.363262,lon=149.1652335,alt=584.08#last_heartbeat|0.154123976012#battery|Battery:voltage=12.143,current=29.91,level=99#velocity|[-0.05, 0.13, 0.35]#attitude|Attitude:pitch=-0.00549928331748,yaw=-0.130610093474,roll=-0.00243212585337#airspeed|0.0899999961257#groundspeed|0.0899999961257heading|352#***      29472***     29490*** 


============GCS to UAV: Control Commands===========
 Publish MSG : @@@G_001***362***1627597386.032515***COMMAND:HEARTBEAT_MESSAGE***      29496***     29499*** 

============GCS to UAV: Control Commands===========
 Publish MSG : @@@G_003***364***1627597386.032804***COMMAND:HEARTBEAT_MESSAGE***      29496***     29500*** 

============GCS to UAV: Control Commands===========
 Publish MSG : @@@G_002***363***1627597386.032707***COMMAND:HEARTBEAT_MESSAGE***      29496***     29501*** 

============GCS to UAV: Control Commands===========
 Publish MSG : @@@G_004***365***1627597386.032935***COMMAND:HEARTBEAT_MESSAGE***      29496***     29504*** 

============GCS to UAV: Control Commands===========
 Publish MSG : @@@G_000***361***1627597386.032255***COMMAND:HEARTBEAT_MESSAGE***      29496***     29505*** 

============= UAV to GCS: Telemetry Packets==============
 Publish MSG : @@@U_002***46***1627597386.49***TELEMETRY#location.global_relative_frame|LocationGlobalRelative:lat=-35.363261,lon=149.1652299,alt=0.01#location.global_frame|LocationGlobal:lat=-35.363261,lon=149.1652299,alt=584.0#last_heartbeat|0.544730160967#battery|Battery:voltage=12.587,current=0.0,level=100#velocity|[-0.01, 0.12, 0.0]#attitude|Attitude:pitch=0.00241387099959,yaw=-0.363400548697,roll=0.0037684685085#airspeed|0.0#groundspeed|0.0heading|339#***      29662***     29681*** 


============GCS to UAV: Control Commands===========
 Publish MSG : @@@G_001***367***1627597386.533811***COMMAND:HEARTBEAT_MESSAGE***      29678***     29681*** 

============GCS to UAV: Control Commands===========
 Publish MSG : @@@G_000***366***1627597386.53359***COMMAND:HEARTBEAT_MESSAGE***      29678***     29683*** 

============GCS to UAV: Control Commands===========
 Publish MSG : @@@G_004***370***1627597386.53419***COMMAND:HEARTBEAT_MESSAGE***      29678***     29684*** 

============= UAV to GCS: Telemetry Packets==============
 Publish MSG : @@@U_003***46***1627597386.5***TELEMETRY#location.global_relative_frame|LocationGlobalRelative:lat=-35.3632621,lon=149.1652332,alt=0.61#location.global_frame|LocationGlobal:lat=-35.3632621,lon=149.1652332,alt=584.62#last_heartbeat|0.839612956974#battery|Battery:voltage=12.143,current=30.41,level=99#velocity|[-0.05, 0.18, 1.22]#attitude|Attitude:pitch=0.0028694588691,yaw=-0.123045675457,roll=0.0156183792278#airspeed|0.0599999986589#groundspeed|0.0599999986589heading|352#***      29666***     29685*** 


============GCS to UAV: Control Commands===========
 Publish MSG : @@@G_002***368***1627597386.53394***COMMAND:HEARTBEAT_MESSAGE***      29678***     29685*** 

============GCS to UAV: Control Commands===========
 Publish MSG : @@@G_003***369***1627597386.534059***COMMAND:HEARTBEAT_MESSAGE***      29678***     29686*** 

============= UAV to GCS: Telemetry Packets==============
 Publish MSG : @@@U_001***46***1627597386.61***TELEMETRY#location.global_relative_frame|LocationGlobalRelative:lat=-35.3632622,lon=149.1652333,alt=0.7#location.global_frame|LocationGlobal:lat=-35.3632622,lon=149.1652333,alt=584.72#last_heartbeat|0.838987831026#battery|Battery:voltage=12.143,current=30.41,level=99#velocity|[-0.07, 0.19, 1.29]#attitude|Attitude:pitch=0.00398191204295,yaw=-0.120372094214,roll=0.0135558350012#airspeed|0.119999997318#groundspeed|0.119999997318heading|353#***      29697***     29709*** 


============= UAV to GCS: Telemetry Packets==============
 Publish MSG : @@@U_004***44***1627597386.75***TELEMETRY#location.global_relative_frame|LocationGlobalRelative:lat=-35.3632617,lon=149.1652329,alt=0.69#location.global_frame|LocationGlobal:lat=-35.3632617,lon=149.1652329,alt=584.7#last_heartbeat|0.957529330975#battery|Battery:voltage=12.143,current=30.32,level=99#velocity|[-0.03, 0.16, 1.29]#attitude|Attitude:pitch=0.00240033306181,yaw=-0.123763300478,roll=0.015077858232#airspeed|0.0799999982119#groundspeed|0.0799999982119heading|352#***      29748***     29767*** 


============= UAV to GCS: Telemetry Packets==============
 Publish MSG : @@@U_000***45***1627597387.0***TELEMETRY#location.global_relative_frame|LocationGlobalRelative:lat=-35.3632615,lon=149.1652323,alt=1.04#location.global_frame|LocationGlobal:lat=-35.3632615,lon=149.1652323,alt=585.05#last_heartbeat|0.150416242075#battery|Battery:voltage=12.143,current=30.07,level=99#velocity|[-0.03, 0.15, 1.51]#attitude|Attitude:pitch=0.00615254044533,yaw=-0.123897865415,roll=0.0134580479935#airspeed|0.109999999404#groundspeed|0.109999999404heading|352#***      29839***     29851*** 


============GCS to UAV: Control Commands===========
 Publish MSG : @@@G_001***372***1627597387.035035***COMMAND:HEARTBEAT_MESSAGE***      29853***     29856*** 

============GCS to UAV: Control Commands===========
 Publish MSG : @@@G_003***374***1627597387.035297***COMMAND:HEARTBEAT_MESSAGE***      29853***     29857*** 

============GCS to UAV: Control Commands===========
 Publish MSG : @@@G_002***373***1627597387.035172***COMMAND:HEARTBEAT_MESSAGE***      29853***     29858*** 

============GCS to UAV: Control Commands===========
 Publish MSG : @@@G_000***371***1627597387.03484***COMMAND:HEARTBEAT_MESSAGE***      29853***     29860*** 

============GCS to UAV: Control Commands===========
 Publish MSG : @@@G_004***375***1627597387.035422***COMMAND:HEARTBEAT_MESSAGE***      29853***     29861*** 

============GCS to UAV: Control Commands===========
 Publish MSG : @@@G_001***377***1627597387.536333***COMMAND:HEARTBEAT_MESSAGE***      30038***     30041*** 

============GCS to UAV: Control Commands===========
 Publish MSG : @@@G_002***378***1627597387.536475***COMMAND:HEARTBEAT_MESSAGE***      30038***     30042*** 

============GCS to UAV: Control Commands===========
 Publish MSG : @@@G_000***376***1627597387.536096***COMMAND:HEARTBEAT_MESSAGE***      30038***     30043*** 

============GCS to UAV: Control Commands===========
 Publish MSG : @@@G_003***379***1627597387.536624***COMMAND:HEARTBEAT_MESSAGE***      30038***     30044*** 

============GCS to UAV: Control Commands===========
 Publish MSG : @@@G_004***380***1627597387.536757***COMMAND:HEARTBEAT_MESSAGE***      30038***     30045*** 

============= UAV to GCS: Telemetry Packets==============
 Publish MSG : @@@U_002***47***1627597387.53***TELEMETRY#location.global_relative_frame|LocationGlobalRelative:lat=-35.363261,lon=149.1652299,alt=0.01#location.global_frame|LocationGlobal:lat=-35.363261,lon=149.1652299,alt=584.0#last_heartbeat|0.59878003702#battery|Battery:voltage=12.587,current=0.0,level=100#velocity|[-0.01, 0.11, 0.0]#attitude|Attitude:pitch=0.002389741363,yaw=-0.362037062645,roll=0.00367406522855#airspeed|0.0#groundspeed|0.0heading|339#***      30036***     30048*** 


============= UAV to GCS: Telemetry Packets==============
 Publish MSG : @@@U_003***47***1627597387.54***TELEMETRY#location.global_relative_frame|LocationGlobalRelative:lat=-35.3632615,lon=149.1652331,alt=2.16#location.global_frame|LocationGlobal:lat=-35.3632615,lon=149.1652331,alt=586.17#last_heartbeat|0.844297169941#battery|Battery:voltage=12.193,current=29.66,level=99#velocity|[-0.07, 0.16, 1.89]#attitude|Attitude:pitch=0.0112808095291,yaw=-0.124579720199,roll=0.00661267200485#airspeed|0.140000000596#groundspeed|0.140000000596heading|352#***      30038***     30050*** 


============= UAV to GCS: Telemetry Packets==============
 Publish MSG : @@@U_001***47***1627597387.64***TELEMETRY#location.global_relative_frame|LocationGlobalRelative:lat=-35.3632618,lon=149.1652338,alt=2.3#location.global_frame|LocationGlobal:lat=-35.3632618,lon=149.1652338,alt=586.32#last_heartbeat|0.839524847921#battery|Battery:voltage=12.193,current=29.57,level=99#velocity|[-0.07, 0.12, 1.92]#attitude|Attitude:pitch=0.009531785734,yaw=-0.121192552149,roll=0.00200776732527#airspeed|0.170000001788#groundspeed|0.170000001788heading|353#***      30066***     30085*** 


============= UAV to GCS: Telemetry Packets==============
 Publish MSG : @@@U_004***45***1627597387.77***TELEMETRY#location.global_relative_frame|LocationGlobalRelative:lat=-35.3632611,lon=149.1652324,alt=2.77#location.global_frame|LocationGlobal:lat=-35.3632611,lon=149.1652324,alt=586.78#last_heartbeat|4.92349499837e-05#battery|Battery:voltage=12.193,current=29.57,level=99#velocity|[-0.08, 0.15, 1.99]#attitude|Attitude:pitch=0.00959601812065,yaw=-0.130654513836,roll=0.00608501769602#airspeed|0.0899999961257#groundspeed|0.0899999961257heading|352#***      30112***     30131*** 


============GCS to UAV: Control Commands===========
 Publish MSG : @@@G_002***383***1627597388.037333***COMMAND:HEARTBEAT_MESSAGE***      30213***     30216*** 

>>>>>> Average Network Delay for command packets: 7.533333 MilliSec.

LteSignalStrength= 0.001096 dBm*** LteSINR= 2309767877011.733887 dBm 


============GCS to UAV: Control Commands===========
 Publish MSG : @@@G_003***384***1627597388.037528***COMMAND:HEARTBEAT_MESSAGE***      30213***     30217*** 

============GCS to UAV: Control Commands===========
 Publish MSG : @@@G_000***381***1627597388.036962***COMMAND:HEARTBEAT_MESSAGE***      30213***     30218*** 

============GCS to UAV: Control Commands===========
 Publish MSG : @@@G_001***382***1627597388.037203***COMMAND:HEARTBEAT_MESSAGE***      30213***     30221*** 

============GCS to UAV: Control Commands===========
 Publish MSG : @@@G_004***385***1627597388.037684***COMMAND:HEARTBEAT_MESSAGE***      30213***     30222*** 

============= UAV to GCS: Telemetry Packets==============
 Publish MSG : @@@U_000***46***1627597388.03***TELEMETRY#location.global_relative_frame|LocationGlobalRelative:lat=-35.3632609,lon=149.1652315,alt=3.26#location.global_frame|LocationGlobal:lat=-35.3632609,lon=149.1652315,alt=587.27#last_heartbeat|0.246966488892#battery|Battery:voltage=12.193,current=29.49,level=99#velocity|[-0.09, 0.15, 2.04]#attitude|Attitude:pitch=0.00848795846105,yaw=-0.138350144029,roll=0.00925148651004#airspeed|0.0599999986589#groundspeed|0.0599999986589heading|352#***      30210***     30229*** 


WifiSignalStrength= -73.783019 dBm*** WifiNoise= -93.965985 dBm 

============GCS to UAV: Control Commands===========
 Publish MSG : @@@G_002***388***1627597388.538792***COMMAND:HEARTBEAT_MESSAGE***      30394***     30397*** 

============GCS to UAV: Control Commands===========
 Publish MSG : @@@G_003***389***1627597388.538938***COMMAND:HEARTBEAT_MESSAGE***      30394***     30398*** 

============GCS to UAV: Control Commands===========
 Publish MSG : @@@G_000***386***1627597388.538361***COMMAND:HEARTBEAT_MESSAGE***      30394***     30399*** 

============GCS to UAV: Control Commands===========
 Publish MSG : @@@G_001***387***1627597388.538631***COMMAND:HEARTBEAT_MESSAGE***      30394***     30400*** 

============GCS to UAV: Control Commands===========
 Publish MSG : @@@G_004***390***1627597388.539106***COMMAND:HEARTBEAT_MESSAGE***      30394***     30401*** 

============= UAV to GCS: Telemetry Packets==============
 Publish MSG : @@@U_002***48***1627597388.54***TELEMETRY#location.global_relative_frame|LocationGlobalRelative:lat=-35.363261,lon=149.1652299,alt=0.01#location.global_frame|LocationGlobal:lat=-35.363261,lon=149.1652299,alt=584.0#last_heartbeat|0.608229159028#battery|Battery:voltage=12.587,current=0.0,level=100#velocity|[-0.01, 0.11, 0.0]#attitude|Attitude:pitch=0.00236563547514,yaw=-0.360682845116,roll=0.00358938938007#airspeed|0.0#groundspeed|0.0heading|339#***      30394***     30408*** 


============= UAV to GCS: Telemetry Packets==============
